start_time,end_time,state,confidence,latitude,longitude,duration,tower_jump,same_time_diff_state,cell_types,location_score,velocity,distance,vehicle_type,is_location_change_possible,conflict_resolution,discarded_state,resolved_by
01/05/22 18:55,01/05/22 18:55,Connecticut,100,41.17286,-73.49633,0,True,False,voice,50,0.00 km/h,,UNKNOWN,False,NO_CONFLICT,,
01/05/22 21:46,01/05/22 21:46,Connecticut,100,41.14646,-73.49169,171.0,True,DIFF_TIME_SAME_STATE,voice,50,12414140.02 km/h,,UNKNOWN,False,HIGH_VELOCITY,Connecticut,TOWER_JUMP_DETECTION
01/05/22 21:55,01/05/22 21:55,Connecticut,100,41.09681,-73.44898,9.0,True,DIFF_TIME_DIFF_STATE,voice,50,267412.54 km/h,,UNKNOWN,False,HIGH_VELOCITY,UNKNOWN,TOWER_JUMP_DETECTION
01/05/22 22:04,01/05/22 22:04,Connecticut,100,41.10745,-73.48414,9.0,True,DIFF_TIME_DIFF_STATE,voice,100,476757.20 km/h,,UNKNOWN,False,HIGH_VELOCITY,UNKNOWN,TOWER_JUMP_DETECTION
01/05/22 22:04,01/05/22 22:04,Connecticut,100,41.10745,-73.48414,0,True,False,voice,50,0.00 km/h,,UNKNOWN,False,NO_CONFLICT,,
01/05/22 22:05,01/05/22 22:05,Connecticut,100,41.10745,-73.48414,1.0,True,DIFF_TIME_SAME_STATE,voice,50,0.00 km/h,,UNKNOWN,False,SAME_STATE_DIFF_TIME,Connecticut,TOWER_JUMP_DETECTION
01/06/22 02:04,01/06/22 02:04,Florida,100,26.40545,-80.1119,239.0,True,DIFF_TIME_DIFF_STATE,sms,50,28838.89 km/h,,UNKNOWN,False,HIGH_VELOCITY,UNKNOWN,TOWER_JUMP_DETECTION
01/06/22 02:04,01/06/22 02:04,Florida,100,26.64394,-80.14206,0.0,True,SAME_TIME_DIFF_STATE,sms,50,0.00 km/h,,UNKNOWN,False,LOCATION_CHANGE_IMPOSSIBLE,UNKNOWN,TOWER_JUMP_DETECTION
01/06/22 02:04,01/06/22 02:04,Florida,100,26.40545,-80.1119,0.0,True,SAME_TIME_DIFF_STATE,sms,50,0.00 km/h,,UNKNOWN,False,LOCATION_CHANGE_IMPOSSIBLE,UNKNOWN,TOWER_JUMP_DETECTION
01/06/22 02:04,01/06/22 02:04,Florida,100,26.67288,-80.11138,0.0,True,SAME_TIME_DIFF_STATE,sms,50,0.00 km/h,,UNKNOWN,False,LOCATION_CHANGE_IMPOSSIBLE,UNKNOWN,TOWER_JUMP_DETECTION
